Sentimento,Texto
-1,certeza que não tem pior que ele #MasterChefBR
1,#VideoShowAoVivo tão fofo o @nicolasprattes como o Francesco em terra nostra
0,#thenoite mano eu so imagino um pornozao do Léo com Victor scccr 😂😂
-1,"Eu acho que se cada um cuidasse da sua vida, esse mimimi todo acabava #Encontro"
1,É dois orgulhos nessa vida. Um é a Viviane Pasmanter. Outro é fazer parte desse fandom. 
0,Stefani com o namorado Leo Regis #VideoShowAoVivo
-1,Tomara que acabe cedo..amanha eu trabalho viu BAND #MasterChefBR
1,P. Fábio de Melo sempre impressionando !! 
0,Só VRÁ hj no #Encontro
-1,Como sim Douglas nunca consumiu Pênis e testículos  #MasterChefBR
1,Sophia apresentando o #videoshowaovivo 🤗
1,Morri de amores c o filho do Serginho mds #altashoras
1,#MasterChefBR  já que só os meus favoritos estão saindo ...a partir de hoje meus favoritos são Mirian e Leonardo 😆😆
-1,ERA PRO DOUGLAS NÃO TER SAÍDO #MasterChefBR
1,Que show de violino no #Encontro 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻
-1,"nãããoo, era pra mirian ter saído, inaceitavel pode gravar de novo #MasterChefBR"
0,Pela primeira vez não to assistindo com água na boca #MasterChefBR
-1,A @BandTV aproveita que o #MasterChefBR tem audiência e coloca 10min de intervalo
-1,Tomara Que ela Sai Hoje #ForaMiriam #MasterChefBR
-1,O cara mais gato do #MasterChefBR foi eliminado 😭😭 #chateada
1,"@otacosta sempre esbanjando estilo,só adoro muito! #VideoShowAoVivo"
-1,"#MasterChefBR agora eu não consigo mais me concentrar na prova, só fico pensando se o vitor tá bem"
1,"Nando Reis e João Vicente ❤️, realmente esse foi um dos melhores #Encontro"
1,Lágrimas rolando ...#encontro tá emocionante
-1,@RedeGlobo não acredito q colocaram 2 blogueiras p/esse quadro de moda no #VideoShowAoVivo ao invés de colocarem a @sophiaabrahao que pena 😢
-1,"Caramba, a @MChefAnaLuiza foi eliminada do #MasterChefBR Que triste, tava torcendo por ela =/"
1,tá maravilhosoooo #Encontro
1,"Daqui a pouco #MasterChefBR, e já tô com fome"
1,Belém tava no #MasterChefBR e eu quase não me seguro de emoção. ❤
1,"Gente, que cena linda essa do Eugenio com a Yvana. Não tinha visto! #MaisVoce"
1,Gosto da sexta a noite e do do sábado 
1,@masterchefbr #MasterChefBR pura emoção
1,"#encontro preferia a Eidy antes na 1°foto q mostrou, cabelo ondulado lindo! Traços delicados... Mas sevela esta feliz bom p ela 😉👍"
-1,A menina com 13 anos já conhece 20 países e eu com 19 nunca saí do estado de São Paulo #Encontro
1,#MestreMandou HAHAHAHAHA 😂 tô mortaaaaaaaa com o castigo do @DaniloGentili no #TheNoite @SBTonline.
-1,#VídeoShowAoVivo Otaviano. Você esqueceu de mim Otaviano. Ê maria Cristina
0,Pela primeira vez eu nao quero que ninguem saia! #MasterChefBR
0,Eu ainda tentando assimilar essa cor de cabelo horrenda da Ana Maria Braga gente !!!! Que loiro laranja é esse meu Deus !? #MaisVoce
-1,"Galinhada desconstruída já sei que meu pai tá dando cambalhotas no túmulo, gente. #MasterChefBR"
0,Quem é essa de cabelo preto substituindo a substituta eterna Ana Furtado no #ÉdeCasa ?
0,"bom,sei lá,pelo fato de já ter + restaurantes italianos aqui,q poderiam abrir mentes p/ novidades..tipo comida tailandesa.. ;x #MasterChefBR"
0,"Tô chocado gente, o Gabriel Godoy dizendo que comhece artistas da Globo, que usam 'êxtase'. Eitah! 😂😱🔥 #TheNoite @DaniloGentili @SBTonline."
1,"se o douglas sair, eu não assisto mais o #masterchefbr"
-1,MEU DEUS OLHA AS MERDAS Q TAO FALANDO NO ENCONTRO #encontro
-1,Aí não acredito que o Vitor B saiu ele era tão lindo kkk #MasterChefBR
-1,#MasterChefBR hoje Miriam fora. Tem que ser eliminada de vez. Prepotencia out.
0,Sem Calabresa kkkkkkkk #TheNoite
0,falei pra vcs que o vermelho mentou um time melhor #masterchefbr
-1,Não faz intervalooooooo
-1,Estados americanos onde o porte de armas  foi liberado casos de homicídios e estupros caíram  50% ! #TheNoite #ForaEstatutoDoDesarmamento
1,"É o Tchan é bom demais, puts! Que nostalgia hahaha #AltasHoras"
-1,Victor B não pode sair gente 😖😖 #MasterChefBR
-1,"Olho pro Tiago Leifert e sinto ranço, por lembrar daquele #BBB17 PATÉTICO que ele compactuou pro golpe acontecer! #Encontro"
-1,Huahahhahaha parece que o prato tá meio horrível de gosto #MasterChefBR
0," Bem vindos a competição culinária mais importante do mundo, bem vindos ao #MasterChefBR  💙"
1,#Encontro na vdd quando as pessoas se apaixonam e só vai ver a idade depois ai isso não importa mais 😍
0,#VídeoShowAoVivo Otaviano. Otaviano. Você não lembra de mlm você esqueceu de mim esqueceu sou eu maria Cristina
-1,ela limpa o dente com a unha BERRO #VideoShowAoVivo
-1,Essas comidas pra esse povo fitness são muito sem cor
1,"HAAHHAAH Yuko me representa! Odeio sardinha, cheia de espinha! #MasterChefBR"
-1,Pior que nas terças fico super dividida entre #MasterChefBR e #PrisonBreak!  😢😢😢
-1,#VideoShowAoVivo que Dindin o nome disso é Geladinho
-1,"O dia que o Brasil viu que um machista é criado por uma mulher! Se você é mãe, dê educação pro seu filho "
0,Parece um tomate que pisou em cima kkkkkk #MasterChefBR
1,"#Encontro tbm é cultura, parabéns Fátima e convidados.Xande eu amo suas músicas e a pessoa q vc é bjsssss."
0,O homem participa com um espirro. @vanessadamata sobre fecundação #AltasHoras
-1,#ConversaComBial cadê a rashtag na tela do programa???
1,#ConversaComBial Estou amando está conversa com Dr Drauzio
-1,Não existe democracia em um governo socialista. Eles só ouvem quem está no lado deles e sempre ignoram quem é contrário a eles. #TheNoite
0,"só de Leonardo tá no time vermelho já sinto cheiro de derrota, leva a Mirian oro seu time Léo vou amar #MasterChefBR"
0,#VideoShowAoVivo
0,Travou ali no 27 x 24 #MasterChefBR
1,#Encontro Lucy Ramos é muito lindaaaa
1,Eu quero descer!!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 #TheNoite
-1,#Encontro c a Fátima cada dia levando pessoas q são preconceituosas vamos analisar q a gente tá levando pro programa né?
1,@pefabiodemelo tá dando show de cristianismo! #ConversaComBial
0,"Jorge Tadeu é de #PedraSobrePedra, @otacosta ! Hahaha... #VídeoShowAoVivo"
0,"Galera do #MaisVoce, tem uma parte do livro de Harry Potter, em que Hagrid pede para os alunos darem torrões de açúcar aos baby unicórnios"
1,Semaninha punk!!! Ainda bem que hoje tem o #MasterChefBR !
0,"Ontem 18/05, #MaisVocê com @ANAMARIABRAGA consolidou 10 pontos de media em SP 👏"
1,Estou digitando com os pés pq com as mãos eu to aplaudindo #Encontro
1,Sua linda de viver #laisSouza  #altashoras
0,Ai caceta
1,Fátima Bernardes tá bem gostosa 
1,"Ai que fofa a Nayane, e foi super bem 🤗 #MasterChefBR"
1,A Paola de costas foi ótimo. #MasterchefBR
0,"Oi Mores, leonardo foi ELIMINADO? Cheguei #MasterChefBr"
1,"#VideoShowAoVivo meeee ela é linda, e ela representa a maioria das pessoas que passam por isso .... Ela esta de parabéns .... Bjos amo vcs😍"
-1,Eu tô meia excluída desse #MasterChefBR  porque quem o pessoal idolatra é quem eu não suporto
1,QUE QUE TA COM TESENO EU TO RINDO MUITO AHIHSJHUAUHIHU~IJSJFJ QUE COISA MAROMBEIRA #MasterChefBR
1,A sabedoria do Padre Fábio é anormal. Todo mundo deveria ter a honra de ouvi-lo ou lê-lo pelo menos uma vez na vida 🙏😍 #ConversaComBial
1,#VideoShowAoVivo amei a participação da @fbbreal  @vshowaovivo
0,Tomara que não estraguem os baby beef #MasterChefBR
0,Daí sempre lembro disso quando vejo ou falam do Nando Reis #Encontro
0,"oi, queria saber por que existe tanta manifestação contraria a criminalização da homofobia e quem são os principais opositores? #encontro"
1,Aquela alegria que a gente sente quando descobre que amanhã a @sophiaabrahao estará no #VideoShowAoVivo !!! Vou ver claro! ❤
0,Queria comer esse prato de Victor V agora. #MasterChefBR
0,@nicolasprattes lindo demais #VideoShowAoVivo
-1,#MasterChefBR tá todo mundo preocupado com o molho e a proteína.. cri cri cri cri
-1,"Esse Fabrizio é um chato com isso de equipe vermelha, não supera isso #MasterChefBR"
0,Jequié lá de novo #theNoite
0,Madrugada assistindo  para não perder o habito #Maiara_e_MaraisaNoBial #ConversaComBial
0,Confesso que sempre tive um crush bem forte no Dr Jairo Bouer #Encontro
-1,"homem que é homem não lava louça , nem homem tu é caraa, faltou crescer mentalmente #Encontro"
0,Yuko ta no time azul então eu sou time azul. #MasterChefBR
0,Alguém sabe se as entrevistas do #ConversacomBial são editadas? Me pareceu que sim mas fiquei em dúvida.
1,#TheNoite com o mega master crush @maluma. &lt;3 #MalumaNoTheNoite
-1,"Termogênica mesmo viu, viado #MasterChefBR"
0,Que estranho. Otaviano e Joaquim estão falando baixinho hoje. Sera que a direção deu um toque neles? #VideoShowAoVivo
0,#Thenoite dessa foto pra outra deve ta faltando uns 70kg kkk todo mundo tava gordo até o @DaniloGentili
0,não vou bater neurose 
1,O #AltasHoras tem que encerrar com o moço da plateia dançando Tchan lá no meio do palco. Ele deu um show!
-1,embuste da miriam ficou 😒#MasterChefBR
0,"Porra Victor, voltou das cinzas semana passada pra que ???? #MasterChefBR"
-1,esses machos suados e com chulé do lado da comida credo #MasterChefBR
1,Vanessa da Mata ❤️ #AltasHoras
0,#VídeoShowAoVivo Otaviano. Fui que dei meu segundo livro para você e você fez vídeo para mim sou eu
1,#VideoShowAoVivo com Fátima Bernardes tudo de bom
1,"#Encontro.  Bom diaa  @fbbreal ! E Bom diaa pra esta criatura linda, @SandyLeah . Sempre gentil. Educação é tudo. ❤🌷"
1,#MasterChefBR  sardinha me lembra merenda da escola kkkkkkk #amava
1,#MasterChefBR emocionante hoje
1,#VideoShowAoVivo
1,"Acabei de ver a entrevista do Bell Marques pelo #TheNoite, impressionante que ele tenha tanta energia e boa aparência aos 64 anos"
1,#QuartaDetremuraSDV
0,Hoje tem #MasterChefBR !!!
0,"Meu senhor!!! Ta piorando a situação! Hamburguer (?) de brigadeiro, brownie com sorvete mais pão!"
-1,"Só no #Encontro mesmo, pra pessoa falar que farinha ""tal"" da muito peido. Kkkkkkk"
1,Como prestar atenção no trabalho sabendo q a @SandyLeah vai estar no #Encontro ?? ♥️
0,@TiagoLeifert Namaria sua louca! Hahaha #MaisVoce
0,Eternamente nossa musa @fbbreal  #VideoShowAoVivo
1,"Quero colocar esse Vitor num pode, que coisa mais linda. #MasterChefBR #FicaVitor"
0,#encontro só podem ser ricos pois viajar gasta muito dinheiro
1,"As Galvão são muito engraçadas, já chegaram pedindo beijinho do Tiago 😅 #Encontro"
0,Hoje tem #MasterChefBR  🍲🥘😋
0,#videoShowAoVivo
0,quando eu for eleito presidente da republica vou criar um projeto de lei que só mulheres poderão lavar louça aqui no brasil #Encontro
0,"nossa nem acho a deborah tao bonita assim VIU ERRADO, ve dnv #MasterChefBR"
1,"@MChefYuko Namoral, te amo!! kkkk #MasterChefBR"
1,PPK CHORA HAHAHAHHAHAHAHAHA Catra na sofrência  #thenoite
0,#Masterchefbr hoje eu to dividida pra que time torcer #vermelho #azul
0,Gente esse episódio de hj do #MasterChefBR foi mais movimentado que a minha vida social INTEIRA 😱
1,@DaniloGentili Começoooou 😃 #TheNoite
0,"Oi produção @masterchefbr! Com TANTO cozinheiro BOM eliminados do #MasterChefBR, que tal uma edição #MasterChefBRAllStar?No aguardo. obg dnd"
1,A SOPHIA ESTÁ A COISA MAIS LINDA ❤
0,Olá @oserginho gostaria da participação do Fiuk no #AltasHoras. Obrigada!
-1,To chocado com a voz da melanie #domingolegal
-1,Cheguei com medo de ler a TL pra não ver spoiler de #MasterChefBR
1,Queria um terço da lucidez do Dráuzio.  #ConversaComBial
-1,"Vontade de destroçar a cara do Louro José, que antipatia esse papagaio! #MaisVoce"
0,#MasterChefBR já sou time azul desde neném 👶
-1,leonardo cada dia mais invejoso  #MasterChefBR
0,"Hierarquia não é poder, é serviço. #HierarquiaNãoÉPoderÉServiço @fabiodemel @BialCitou #ConversaComBial O topo hierárquico responde aos atos"
0,O erro foi dá produção da Namaria #maisvoce que não perguntou para os convidados oq eles não gostavam Taís Araújo certinha não sou obg a nda
0,#MaisVoce me doa esse pijama..haha @ANAMARIABRAGA
1,Começouuuu #MasterChefBr
0,Porque Laura Müller não está participando do #AltasHoras?
-1,Passa esse clipe logo pelo amor De Deus.
0,e esses milkshake​??????? #maisvoce
0,que milagre que até agora o @otacosta nao chorou #VideoShowAoVivo
1,Que delícia @nando_reis no #Encontro!😍
1,"#VideoShowAoVivo  impossível não chorar com essa menininha , parabéns Fátima e vídeoshow! A vida é risos, mas é bom perceber a realidade. Bj"
1,Melhor parte do meu dia 👌😍 #VideoShowAovivo
1,@otacosta @Lopesjoca pelo amor de Deus mande um beijo pra @fbbreal 😘amo muito ❤#FatimaBernardesNoVideoShow #VideoShowAoVivo
0,Se Leo não esfregar um creme no prato é a mesma coisa de não ter cozinhado #MasterChefBR
0,Gente não faço nem cinco flexões hahahaha socorro que fôlego
0,Escondendo essa barriguinha de que? De nhoque né hahahah #VideoShowAoVivo
-1,Como assistir se o tt já está todo cagado de spoiler? #MasterChefBR
0,Já tô vendo a Yuko sendo a última #masterchefbr
1,"@AlisonTheodoro @Bah33p Tá bombando, ela tomba mesmo e ela é sempre assim, simples, linda e muito interessante.  #VideoShowAoVivo"
-1,Manoooo eu já tô passando mal
1,"A @vanessadamata é a melhor pessoa, já era fã agora triplicou! #AltasHoras #NaturalOnde? #NuncaQuis #TbmNãoQuero #BarrigãoxBuraquinho hahaha"
0,"Então, quer dizer q temos @Andrea_Ramal e @xandedepilares hj no #Encontro ✨💫🌻🙋🏻🎈 ... 👏🏻"
1,"Sempre amei Tiê: foi um caso de amor a primeira vista, amor á primeira ""ouvida"". 🎶 #encontro"
0,Tomar um banho de chuvaaaaaa 🎶🎵 #Altashoras
1,Daniel de Oliveira 😍 #VideoShowAoVivo
0,É o fim daquele medo bobo 🎶 #MaiaraeMaraisaNoBial #ConversaComBial @MaiaraeMaraisa
-1,Chorando estou!!! #AltasHoras
0,Olha ela ..a menina do G1 vestida com a blusa minha e de minhas Sisters. ..Kardashians vibes total #Encontro
1,Sienna tem um talento impressionante #DomingoLegal ☺
0,#ConversaComBial sempre q vejo o pedro bial lembro dele no bbb  q saudade
1,#MaisVocê hummm aquela barca com essa batatinha gordurosa e calabresa delicious
0,"#encontro ""o que você tem de mais segreto no seu celular"" - meus nudes kkkkkkkkkkk"
0,"Pensei positivo até o final do programa, torcendo para o @MChefVitorB não sair"
-1,"_Lindão, se algum professor me tratar como os jurados do #MasterChefBR trata geral, eu c/uma faca na mão, ela voará na direção dele!"
1,Acordar e ver frango a passarinho logo de manhã assim é dose hein... sono barulhinho da crocancia ja é torturante pra mim. I ❤it. #maisvoce
1,#VideoShowAoVivo estou curtindo muito vcs queridos bjs .
0,"Eita, Mirian vacilou duas vezes num dia só... Ora ora se o mundo nao da voltas #MasterchefBr"
0,grito q esqueceram a letra da música kkkkkkkkkkkkk #Encontro
0,"Assistindo o novo programa do Jô, só que sem o Jô. #ConversaComBial"
1,Chooorando de rir com @MaiaraeMaraisa! 😄😂😂 @Pbial #ConversaComBial #MaiaraeMaraisaNoBial
0,#MasterChefBR equipe azul
1,Bem que a Lucero podia estar 
-1,chorando um pouquinho com essa homenagem à mãe do Serginho #AltasHoras
0,Taís Araújo não curtiu essa abóbora  #MasterChefBR
0,#Encontro  tenho 44 anos e uso roupas curtas e decotes.
0,É nicolas prattes . CERTEZA #VideoShowAoVivo
0,Esse cara de preto perto do tchan me representa muitooooo #AltasHoras
0,Eu mesma chorando feito criança assistindo #Encontro
-1,"Esse programa n será o mesmo sem tu, nenê "
1,"Oxente! Cê não tá vendo que a gente é do nordeste, cabra da peste... "
1,"Caraca, a @sophiaabrahao é muito amor, ela vai desidratar. 😘💚 #AltasHoras"
1,"Honestidade, franqueza e garra são coisas finas ❤ Amei suas palavras, @PBiaL ❤ #ConversaComBial 🍻🍻 #MaiaraeMaraisaNoBial"
0,Mentira que a Banana libera Serotonina???😳 Vou levar várias Bananas na @TheWeekBrazil então Kkkkkkk 🍌🍌🍌 #Encontro
1,Hoje é dia de que? #MasterChefBR e eu com   acesso a Twitter tudo de bom que há. 💖💞💞
0,Consolidados - GLOBO (16/05):
0,Dá pra enganar crianças. Filho hoje vamos ter queijo no almoço kkkkk. Pra que dizer que ta comendo pênis né? #MasterChefBR
0,"Dividir as tarefas de casa seria bom, trabalha ate as 20 e faz tudo sozinha.. marido tem q ter senso ai #édecasa"
0,Desde já sou #TeamAzul #MasterChefBR
0,o rapaz que ta no programa da Fátima é a cara do johnny depp #Encontro
1,"#VídeoShowAoVivo Existe um episódio de ""Chico e Caetano"" que recebem Milton Nascimento. Inesquecível. Parabéns por lembrarem."
1,#altasHoras que fofura esse bebê 😍😍
0,Belem te ama @Lopesjoca e vc tbm @otacosta #videoshowaovivo
1,Ficar olhando esse filho do Serginho Groisman da até vontade de ter um!
1,"Minha mais nova crush, Fatima Bernardes ❤️ #VideoShowAoVivo"
1,#MaisVoce esse programa é o melhor do dia maisvoce 100%
1,"Assistindo a TV ontem e o telefone do convidado toca, Tem problema? Q nada, era o tel do #ZecaPagodinho no #ConversaComBial. Ótimo Programa"
-1,olha só rede bandeirantes se a yuko for eliminada cancela essa temporada ok? #MasterChefBr
0,Gente. Pelo amor de Deus. Não eliminem o Vitor. Por favor. ACIDENTES ACONTECEMMMMMM #MasterChefBR
1,A Sophia do nada abri um sorriso sincero é a coisa mais linda que eu já vi  #VídeoShowAoVivo
0,Preciso dessa receita... Na minha mesa agora #MaisVoce
-1,Mano pqp que mistério tem essa tag que não desce nunca #MASTERCHEFBR
1,"Amo essa música ""Dona"". #Encontro"
0,É o Tchan (@EoTchanOficial) #AltasHoras
0,#MasterChefBR Quero saber o que vai ser do Vitor...
1,#ConversaComBial hoje está bem interessante 👌🏻👌🏻👌🏻
0,#VideoShowAoVivo Meu Deus Fatima é a verdadeira merecedora do bordao olha ela que mulher espetacular
-1,aaaaa q nojo esse epsodio do #MasterChefBR ter q cozinhar órgãos 🤢
-1,Um cidadão machista que vai ter que ficar eternamente morando com a mãe pra lavar a louça pra ele! Lastimável. :-/ #Encontro
-1,"Temer, O CRIMINOSO LESA PÁTRIA, está vendendo 100% do campo de gás natural na Bacia do Amazonas! Alguém leva 10%, quem será? #MasterChefBR"
0,@sueniafernandes @fbbreal Suenia vem aqui me abraçar #VideoShowAoVivo
0,Sobre esse homem kkkkkkkkkkk #altashoras
0,Ninguém vai escolher a Miriam #MasterChefBr
1,Como não amar???? Como não sorrir????? Kkkkkkkkkkkkkkkkkkkk @MaiaraeMaraisa #ConversaComBial #MaiaraeMaraisaNoBial
1,O Padre Fabio de Melo podia ser o galan da próxima novela da Globo
0,#MasterChefBR q danado é esse mastigado de chiclete do fogaça ?
1,Falta pouco 
1,#MaisVoce Thais Araujo e Fernanda Freitas...show...
-1,#MasterChefBR não acredito VítorB 😭
0,"A risada do Joca Lopes é muito, muito forçada. #VideoShowAoVivo"
0,"#AltasHoras filho do Serginho podia ser animador de plateia do Altas Horas, a criança humilhou esse público parado. Arrasou, Thomas"
1,Sem lindo! #FicaFabrizio #MasterChefBR
1,tá muito fofinha de unicórnio #MaisVoce
0,#VideoShowAoVivo e o @nicolasprattes  na novela Terra Nostra.
1,#ConversaComBial hoje é com Pe. Fábio de Melo. Bora perder não gente!!!
-1,Nossa que show de horrores machista agora no #Encontro
0,#Encontro  Claudia gimenes está a cara da.Dilma
-1,Não estou concordando muito nem gostando muito da conversa de hoje sobre ansiedade #ConversaComBial tenho criticas à tantos diagnósticos
0,A Manu de #RockStory é muito estilosa! Quero só ver os looks produzidos pelas blogueiras! #VídeoShowAoVivo
0,Falta um tico de confiança nesse Fernando #MasterChefBR
1,"@anapaulapadrao: ""Ouviu Chef Paola?"""
-1,MENTIRA Q TA ENTRE MEU MOZAO SUPREMO VITOR B E MEU NENE YUKO #MasterChefBR
0,Como assim Serginho tá beijando uma mulher? Eu achava que era do vale #altashoras
0,"Vai time azul ou vermelho,  to indecisa pois amo a Débora e amo a Michelle,  gosto do Victor #MasterChefBR"
1,"O que foi esse último episódio de #MasterChefBR ?? Agora que vi e to chocada, melhor ep de todas as temporadas, pena que o Douglas saiu"
1,"Ana Maria Braga, melhor pessoa 😂😂😂😂😂😂😂😂 #MaisVoce"
0,seguindo geral que me seguir agora... @MariahDinda #VerãoComDetremuraSDV #MafiaSDV #SDV?L=5431 #MaisVoce #MafiaSdvFa #SWISHSWISH 5431
0,#encontro vou falar sobre tudo nesta reportagem a única coisa que não vão falar é de onde saiu tanto dinheiro para viajar
0,#VídeoShowAoVivo tá no ar! 📺
1,#EDeCasa. O programa  está demais bjs vevete. Um abraço  em Saulo  de Salvador
0,gente! quem saiu? quem saiu? dormi nos últimos minutos #MasterChefBR
-1,"#ConversaComBial Se Pe.Fábio tem atitudes diabólicas, imagines eu! #VidaSufrida 😞😞"
-1,Galinhada desconstruida. Essa eu quero ver @masterchefbr #MasterChefBR
0,"O PCC foi criado para vingar"" o massacre do Carandiru"". ( Varela, Dráuzio) #ConversaComBial"
0,#ConversaComBial termino primeiro que #MasterChefBR 😱😱
-1,"Esse Leo se acha demais, muito insuportável #MasterChefBR"
0,Que trem é isso no #VideoShowAoVivo 😱😂
0,"@danstulbach @ANAMARIABRAGA #MaisVocê volta logo pra Espn, contigo era muito bacana"
0,"Que linda a filha do Nando Reis, tem a que puxar né bicho. #Encontro"
1,-Trabalhe duro em silencio! Deixe o esforço falar por si mesmo. 
1,#VideoShowAoVivo
-1,Ei...Bial...VTNC
0,assistir esse programa smp me da fome rsrsrs #MasterChefBR
1,Cancela as noites de sono que passei assistindo esse  #masterchefbr se Yuko sair paro de assistir altas risadas já dei com ela 😁
1,Amo #VideoShowAoVivo com #Otacosta e #Jocalopes é tipo Cid Moreira e Sérgio Chapelin.
1,. @JoaoVicente27 TE AMO TANTO que nem sei ♥️ #encontro
-1,gente se eu falasse um negócio escroto desse com a minha mãe do lado ela me deixaria sem os dente ali mesmo #encontro
-1,Esse quadro é bem facebook né tipo ninguem perguntou onde vc foi e ainda tem q curtir #AltasHoras
0,Se eu fosse a Vanessa da Mata eu ia ser 90% mais feliz #AltasHoras
-1,#vtnc o #MasterChefBR hoje foi a coisa mais louca e emocionante do dia. E ainda não acabou. Que foda! 👏👏👏👏
1,Glória sempre arrasa! #videoshowaovivo
-1,Socorroooo! Esse vídeo das crianças falando sobre suas próprias mães 😢😢😢
0,@titimuller @didif @aoscubos Quero vê a senhorita no
1,#MasterChefBR
0,Achei que a Ana ia falar Henrique Fogaça  #EdeCasa
-1,"Por que o #MasterChefBR termina tão tarde? Deveria ser um programa pra toda família, mas só os fortes sobrevivem. 🙁"
1,AAAAAAAA THOMAS É MUITO FOFOOOOOO 💙 #AltasHoras
-1,Estou enjoada graças ao #MaisVoce!
1,É O TCHAN ❤❤❤❤❤❤❤ #AltasHoras
0,RODADA DA NOITE Hoje Nível ThrashMetal mano kkkkkkkkk hoje tá muito loco kkkkkkkkkk 
0,Eu morro que a Juliana sempre fica passando as mãos nos boys hhahah #TheNoite
0,@celsodossi @mordomoeugenio @Teledramaturgia Meu Deus como a Yuko do #MasterChefBR é engraçada ñ sabia o que fazer com o pênis duro! kkkk!!
1,Seu som foi até engraçado Otaviano 😂 #VideoShowAOVivo
0,Espeeeera @masterchefbr to chegando #MasterChefBR
0,O @MChefFabrizio e @MChefDeborah foram os melhores líderes até agora. #MasterChefBR
1,aAaAAaAAAAaaa ESSE MOMENTO É  MEU #ConversaComBial
0,#MasterChefBR Léo sai da como e tição
0,#VideoShowAoVivo. Ota molhou a calça? Manchinha esquisita...kkkkkk
-1,Que toda sua crueldade e língua maldita vire gordura !!! #MasterChefBR
-1,Esse programa da Fátima Bernardes é inútil! !muita jornalista pra pouco conteúdo #Encontro
1,que familia linda @oserginho &lt;3 #AltasHoras
0,Tão dizendo que é  nina  #ConversaComBial
-1,NAO ACREDITO :((( #MasterChefBR
0,🙀 vivi pra ouvir #Slipknot no #MaisVocê
0,Sempre gostei de copiar o cabelo da Fátima
1,Q programa gostoso de assistir o de hoje (like always!) 👏 @oserginho 
1,Tô aqui no chão depois de assistir o melhor ep de #MasterChefBR dessa temporada!!!!
1,Amei o estilo da Tiê. Vou adotar hahahahaha #Encontro
1,...Aquarela do Brasil`` amoooooooo #DomingoLegal
0,Acho que esse foi o ep mais tenso da história do #MasterChefBR
1,#MaisVoce @ANAMARIABRAGA 😍😍😍 
0,#MasterChefBR Yuko vai fazer pastel de flango flito?
1,Está no ar e o delicia do Maluma de óculos 🤓❤️ #TheNoite
1,To chorando aqui!!! Lindo esse texto do Braulio para mães!!! 👏👏👏👏👏👏#Encontro
0,#VídeoShowAoVivo Otaviano. Voce lembra de mim sou eu maria Cristina sou eu eu mesma  dei meu segundo livro para você e Vídeo pera mim
-1,Que gordo mala hein...o dia que sair vai colocar a culpa na edição! #MasterChefBR
1,#thenoite @DaniloGentili  acabou!  Com gostinho de quero mais.
1,Quero a roupa da Ana Maria braga meu deusss #maisvoce
1,#edecasa como eu Amo esse Programa 💙
-1,#ConversaComBial bandido precisa de motivo pra se organizar? Ele fala como se a origem do PCC fosse científica.
1,Amando o #encontro de hj hahahahajahaj
0,"Não quero saber de prova, quero saber do Vitor!!! #MasterChefBR"
-1,Gente sinto falta do Falha Nossa... Quero ver os erros de gravação das novelas. #VideoShowAoVivo
-1,#VídeoShowAoVivo bom ator. Galã... só que não
0,Nem precisa mostrar o #omestremandou já sabemos q o diguinho se deu mal so pela cara dele! Kkkkk
0,"Calma gente, ainda não acabou! Temos Ana, Naiane, Fabrizio, Vitor V, Yuko, Aderlize, Michele e Deborah ainda na batalha. #MasterChefBR"
0,atum &gt; sardinha #MasterChefBR
0,Tapoha q prova difícil #MasterChefBR
0,Mamão nessa idade não eh bom não 😂😂😂😂😂😂😂😂😂😂😂 #TheNoite #MestreMandou
-1,Existe sim muito preconceito com mulheres que namoram com homens mais novos #Encontro
1,Vídeo show hoje tá tão nostálgico ♥️♥️ #VideoShowAoVivo
0,taise e michele não podem sair  #MasterChefBR
0,@claudiiaoficial coloca autoria fofa #VideoShowAoVivo
0,tô só pelo #MasterChefBR hoje 🌚👩🏻‍🍳
1,Aplaudindo aqui!! Pe. Fabio de Melo e toda a sua sabedoria! #ConversaComBial
0,A preciosa é abusada. #MasterChefBR
0,nesse #masterchefbr tem muito homão
1,Olha que linda a @taisdeverdade no #MaisVoce gente !! Eu definitivamente adoro essa mulher Brasil !!!!! @RedeGlobo
1,O filho do Serginho é muito lindo e fofíneo #AltasHoras
1,Que sensação ótima ver a Miriam levando Esporro dos chefs ! 👏👏😂😂
1,Ana Lídia é muuuuito fofa... Queria conhecer ela pessoalmente ❤
-1,alguém por gentileza acha as rede social de macho escroto para a gente dar uma aulinha pra ele já que a mãe não ensina? #encontro
-1,Acabei de ver #MasterChefBR e tô um pouco abalada com essa eliminação 😢
1,#VideoShowAoVivo
0,Eu achei que no #MasterchefBR ia acontecer igual no TGBBO: não saiu ninguém. Mas também o cara que cortou o dedo não voltou pra cozinhar!
0,Será que eu já acho o episódio de hoje do #MasterChefBR ?
0,"Aflição de parto. Lindo, mas aflitivo"
0,Sabe o que eu tenho que fazer amanhã? Acordar as seis pra ir pro estágio escolar. Sabe o que eu tô fazendo? Vendo #masterchefbr
1,Pe Fábio de Melo em Conversa com Bial como sempre imperdível 
1,"Que homem lindo! Minha amiga disse que ele é gay, só porque ele é bonito 😂 #DomingoLegal"
0,@diva_oficial Tbm ñ entendi a proposta #MasterChefBr
-1,tá na hora do pau #MasterChefBR
